path,label
./data/dataset\e06-026-s02-01.png,water that is blown offshore must
./data/dataset\g07-026a-s00-00.png,"She had loved Byron , but she had"
./data/dataset\g06-050d-s02-00.png,He told Hahnemann that he found
./data/dataset\m02-048-s01-04.png,plenty of time together in the future .
./data/dataset\f07-016-s00-00.png,There was always the spice of an orgy
./data/dataset\f07-084a-s00-03.png,least once a week in every bourgeois
./data/dataset\a06-051-s00-01.png,all parts of the Conservative side .
./data/dataset\k04-079-s00-01.png,"held instinct in check , and they must"
./data/dataset\j06-034-s02-02.png,resulting from temperature diff-
./data/dataset\g01-037-s00-08.png,"towns , and the retainers and men-at-arms"
./data/dataset\b04-202-s04-02.png,first journey into Space .
./data/dataset\b04-004-s01-01.png,Belgium has become an international
./data/dataset\p03-173-s06-02.png,"and kissed her again , somewhat startled to"
./data/dataset\e04-068-s00-00.png,I have also included a sketch of paddles I make for
./data/dataset\p03-096-s03-03.png,"evening . """
./data/dataset\f04-039-s00-00.png,This man agreed that his engagement had
./data/dataset\g02-059-s01-03.png,"content of blood , appearing paler in so doing in animals"
./data/dataset\f07-046a-s00-02.png,definitely a delicacy while Mediterranean
./data/dataset\c06-080-s01-03.png,the Dolce Vista for the picture ) in
./data/dataset\k07-067a-s08-00.png,You don't
./data/dataset\a01-020u-s04-01.png,to discuss the function of a proposed
./data/dataset\g06-050l-s02-02.png,"charming character , even-tempered and sedate ,"
./data/dataset\r06-126-s02-06.png,evening .
./data/dataset\l01-195-s00-00.png,""" Imagine it , Nick , just that bit of information"
./data/dataset\j04-061-s02-02.png,modified by the addition of a B14 cone to fit the
./data/dataset\c06-080-s00-01.png,feathered friend is not the only
./data/dataset\d06-015-s03-01.png,on .
./data/dataset\m06-067-s03-00.png,Suddenly his second head roused
./data/dataset\l04-034-s00-01.png,shoulder .
./data/dataset\b04-040-s00-00.png,There is no reason whatsoever why he should reproach himself .
./data/dataset\j04-019-s02-00.png,Some separa-
./data/dataset\a05-094-s03-01.png,Healey had another tilt at the Prime Minister's
./data/dataset\g03-032-s01-00.png,One of the helpful by-products was that
./data/dataset\e01-062-s02-03.png,crochet stitches .
./data/dataset\d05-008-s03-01.png,Book was issued in 1604 but the Puritans
./data/dataset\g01-070-s02-00.png,There were dark reasons for a meeting so
./data/dataset\f07-092b-s02-02.png,without going through the formality of having his turbot
./data/dataset\a01-063-s03-00.png,United States officials quickly point out
./data/dataset\m02-059-s02-01.png,"was a Static Mib , the middle-income-bracket equivalent"
./data/dataset\d04-028-s00-00.png,""" For the stone shall cry out of the wall "" , like"
./data/dataset\b06-100-s02-00.png,The per-
./data/dataset\a01-030x-s00-00.png,Northern Rhodesia is a member of the Fede-
./data/dataset\c03-094f-s00-08.png,"efficiency and , in the case of Mr. Richards ,"
./data/dataset\h01-030-s00-04.png,analysis of households by size
./data/dataset\n04-171-s06-00.png,""" Better ask Robbie Munyard . """
./data/dataset\g06-050k-s02-04.png,"not easily irritated , patient and persevering ,"
./data/dataset\e02-000-s02-02.png,"worked in the solid , and this certainly"
./data/dataset\g06-050e-s02-04.png,' but he appears to despair of ever being cured . '
./data/dataset\c03-084c-s01-03.png,was a morality on the not unfamiliar theme of
./data/dataset\a01-102u-s03-02.png,fiddling about with bills of cost .
./data/dataset\g06-047n-s00-01.png,Francis Burdett described to Anglesey a
./data/dataset\l04-098-s00-01.png,for the time being than behind a piece
./data/dataset\b01-127-s03-01.png,apartheid is being applied ever more
./data/dataset\h04-028-s01-00.png,For most other
./data/dataset\h02-040-s00-03.png,that a doctor should be authorised to supply
./data/dataset\g07-014-s00-00.png,I have taken an exact inventory of them . '
./data/dataset\e06-006-s02-03.png,to the Klondykes and the Reef along
./data/dataset\h01-000-s02-01.png,related to all women who were or had been
./data/dataset\n02-104-s03-03.png,have had it in for Guy .
./data/dataset\b04-169-s02-00.png,SOME people are for ever complaining
./data/dataset\b05-079-s02-01.png,to have been our destination .
./data/dataset\g06-050m-s02-04.png,"sedate , not easily irritated , patient and"
./data/dataset\f04-016-s00-03.png,went to catch the 7.42 .
./data/dataset\m02-080-s00-00.png,Sentence Database
./data/dataset\a01-113-s02-02.png,reminded the hostile Government benches that was
./data/dataset\a05-004-s01-01.png,complete co-operation at all levels in training
./data/dataset\r06-097-s04-03.png,arrangement with the dead lady's sister
./data/dataset\n04-163-s06-02.png,up on that .
./data/dataset\n04-202-s05-01.png,"sounded , for all of them were rumbling as they"
./data/dataset\e07-086-s00-01.png,comparison between clay pots and the various
./data/dataset\g06-018r-s02-01.png,"been much rain and damp , but the temperature is high &"
./data/dataset\h07-044a-s01-00.png,It is to their successful industries and
./data/dataset\l04-098-s00-00.png,It would be safer under lock and key
./data/dataset\r06-106-s02-01.png,hair had just been done .
./data/dataset\m04-190-s04-01.png,remained empty .
./data/dataset\l04-153-s04-02.png,"well , and he agreed that the missing cash is"
./data/dataset\k02-067-s06-01.png,"you , Harry ? '"
./data/dataset\l07-176-s02-02.png,"going between terms at college . """
./data/dataset\n01-057-s02-02.png,through Florence and Rome and then
./data/dataset\f01-075-s04-02.png,"doubtless continue , for it is the aim of science to"
./data/dataset\g06-047n-s01-01.png,"Neapolitan , Dr Giuseppe Mauro , whom"
./data/dataset\g04-092-s00-02.png,of parents or faithful nurses threaten any
./data/dataset\m06-019-s03-00.png,You are only flymen .
./data/dataset\d06-086-s03-03.png,we would find life considerably less exhausting
./data/dataset\h07-028a-s00-08.png,outlying districts .
./data/dataset\p03-087-s03-00.png,""" Actually she was brunette"
./data/dataset\k04-010-s00-00.png,The party was now preparing to see
./data/dataset\b01-057-s02-00.png,So it would .
./data/dataset\e01-018-s02-01.png,are very touching but then lace does place
./data/dataset\a06-134-s03-01.png,treaty with Germany causes no real danger .
./data/dataset\f07-006-s01-04.png,gleam and glitter of our latter-day restaurants .
./data/dataset\m01-026-s02-02.png,Heather .
./data/dataset\c04-122-s03-00.png,PRODUCER
./data/dataset\r02-078-s00-03.png,into the night .
./data/dataset\f02-038-s00-10.png,for those who are retired .
./data/dataset\a01-091u-s03-02.png,Labour supporters .
./data/dataset\a01-030x-s01-00.png,Mr. Macleod was not at the week-end
./data/dataset\p02-027-s03-00.png,Gavin was looking over her
./data/dataset\n06-119-s02-00.png,Between us and that lay
./data/dataset\r06-022-s00-02.png,' turtledove ' .
./data/dataset\l04-062-s02-01.png,manner in which he had dispatched
./data/dataset\p03-057-s05-01.png,"I know ? "" she smiled ."
./data/dataset\a05-104-s01-04.png,events in Angola or Algeria .
./data/dataset\c04-170-s02-02.png,Britain was slipping behind ... .
./data/dataset\g06-018g-s01-02.png,"Arthur , ' to find this place agree with me better than Naples ."
./data/dataset\e07-000-s01-00.png,An eye-
./data/dataset\p03-112-s07-02.png,leave in the autumn without you
./data/dataset\m03-095-s00-00.png,I had a distinct impression that the
./data/dataset\a01-043u-s04-03.png,projects .
./data/dataset\a03-063-s02-03.png,as a military project ; or that the European space satellite
./data/dataset\h06-082-s01-00.png,It is therefore safer both in principle and
./data/dataset\c03-007c-s01-00.png,The shabby streets
./data/dataset\n06-092-s02-00.png,I feel kind
./data/dataset\g06-026e-s01-00.png,It so happens that I have an Italian
./data/dataset\b06-100-s00-03.png,scientific revolution .
./data/dataset\p03-135-s02-00.png,""" You 're"
./data/dataset\n02-033-s02-01.png,learn that he could not treat her
./data/dataset\n02-146-s03-00.png,To her great relief they arrived at the cluster of little houses
./data/dataset\l04-071-s00-02.png,for her .
./data/dataset\a06-147-s02-01.png,realization that West Germany would not survive even a few hours
./data/dataset\n04-044-s01-02.png,"new appointment , at nine a.m. precisely , dressed"
./data/dataset\b02-035-s01-02.png,but it says what is necessary - that
./data/dataset\b06-068-s01-01.png,"Administration's sharpened policies , the"
./data/dataset\m04-019-s03-03.png,"the Mixed Infants of Llangrwl . """
./data/dataset\d06-082-s00-01.png,we lose this way in the course of a day we would be
./data/dataset\m02-087-s00-01.png,"Mr. Wise the tube manufacturer , to have the same adolescent"
./data/dataset\a06-110-s01-01.png,"of considerable authority , "" he"
./data/dataset\a01-102-s00-01.png,"healing the sick , my considered"
./data/dataset\f04-028-s02-04.png,"disguised another motive , and a thorough check"
./data/dataset\f04-068-s00-01.png,there have been only two occasions on
./data/dataset\c03-003f-s00-00.png,This is not a filmed play .
./data/dataset\b02-102-s00-03.png,the Berlin crisis .
./data/dataset\g01-025-s00-06.png,story of the experiments and expedients
./data/dataset\b05-045-s00-01.png,factory to becoming a paint sprayer in
./data/dataset\c02-022-s01-01.png,"poor monk for his miracle , and as a"
./data/dataset\n04-092-s05-00.png,Accuracy above
./data/dataset\n04-000-s06-01.png,with tears .
./data/dataset\g07-007b-s00-02.png,"and Tita and the steward , Lega Zambelli , failed to perform"
./data/dataset\e07-112-s01-00.png,Plastic pots
./data/dataset\a02-027-s03-03.png,Sea and no one here professes to know when he
./data/dataset\e04-008-s00-00.png,"All the joints are simple halving joints glued and pinned ,"
./data/dataset\n01-000-s01-02.png,which must necessarily be subordinated to his
./data/dataset\g04-017-s03-00.png,Every year between the
./data/dataset\f04-049-s01-02.png,"dford for a false moustache , it left him with something to"
./data/dataset\e04-127-s01-00.png,It greatly improves the
./data/dataset\g06-011m-s03-00.png,Vesuvius seems to be tired ; he is going
./data/dataset\g06-050n-s02-04.png,"and sedate , not easily irritated ,"
./data/dataset\k02-112-s02-01.png,"occasionally proclaimed , his home - and he had"
./data/dataset\b06-071-s00-02.png,political chicanery or elect a Labour
./data/dataset\g04-088-s01-02.png,largely based on this .
./data/dataset\e02-094-s02-00.png,Do not buy so-called cheap tools or
./data/dataset\h02-043-s01-03.png,which is prepared by the Home Office
./data/dataset\a02-012-s03-00.png,The Foreign Office
./data/dataset\c06-011-s00-04.png,and who is now being pluckily convivial
./data/dataset\f07-032b-s00-04.png,the grosser pleasures of the board .
./data/dataset\b01-049-s00-01.png,Germany has no tradition of trading abroad .
./data/dataset\n04-213-s00-00.png,There had been many such breakfasts lately since the
./data/dataset\g06-031e-s04-02.png,"great at the return of Ultratoryism , that the Commons"
./data/dataset\p03-029-s00-00.png,Now Nigel had every right to go where he
./data/dataset\g06-018o-s00-00.png,"When the sailing season was past , he"
./data/dataset\e04-004-s02-02.png,can be altered if required .
./data/dataset\n02-040-s00-00.png,"With an air of resignation he sent Judy , his"
./data/dataset\n04-218-s03-04.png,usual and in fact had applied all the usual specifics
./data/dataset\g06-018n-s02-01.png,"against me , as there has been"
./data/dataset\g02-062-s01-01.png,"to the movement of the arteries , likewise gauged from"
./data/dataset\g06-047f-s01-01.png,"the Neapolitan , Dr Giuseppe Mauro , whom Anglesey consulted in"
./data/dataset\c02-056-s01-04.png,"but extremely important "" 1914 "" ( 1931 ) , which"
./data/dataset\a03-040-s01-01.png,a public poll showed that for the first time since
./data/dataset\n06-082-s05-00.png,""" I know ."
./data/dataset\a01-007x-s02-03.png,"challenge from Sir Roy Welensky , the Federal Premier ."
./data/dataset\b01-053-s02-03.png,moving towards a solution of currency problems
./data/dataset\b01-089-s01-00.png,The Americans were
./data/dataset\d04-005-s00-00.png,"According to the legend , Solomon had asked the"
./data/dataset\g07-077a-s00-01.png,the poet's atrocious conduct as a husband
./data/dataset\j01-059-s02-00.png,The open end of the probe is sealed with
./data/dataset\e04-019-s00-02.png,and the width is best taken directly
./data/dataset\n04-107-s03-00.png,""" The truth is usually very embarra-"
./data/dataset\p01-147-s06-03.png,life came up before him in some cinematic
./data/dataset\c06-087-s00-00.png,#
./data/dataset\b04-107-s07-00.png,"Overnight , minor African"
./data/dataset\p03-004-s00-02.png,gates and thought vagrant
./data/dataset\a05-113-s00-02.png,Council to reassess the fall-out position in
./data/dataset\c03-096d-s01-00.png,The
./data/dataset\m04-093-s03-00.png,""" God bless my immortal soul , """
./data/dataset\b06-064-s01-00.png,In unions where the central issues
./data/dataset\e07-061-s00-00.png,Meanwhile Mr. Moncrieff had sent me an
./data/dataset\g06-047g-s00-02.png,"' more like a God upon earth than a human being ' , had an"
./data/dataset\a02-093-s01-00.png,Mr. Macmillan gave top
./data/dataset\m06-106-s03-02.png,new flesh and tendon strengthened .
./data/dataset\e06-006-s02-00.png,A good picture of
./data/dataset\g06-037c-s03-02.png,first shown themselves seventeen years before had
./data/dataset\b05-038-s00-00.png,Hence the hostility to automation and
./data/dataset\g05-098-s00-00.png,So far had our thinking led us in this matter of the
./data/dataset\k04-010-s01-00.png,Although neither of them
./data/dataset\g06-042j-s00-00.png,"Nor is this to be wondered at , for even today ,"
./data/dataset\p03-173-s01-00.png,""" Will you meet"
./data/dataset\b01-127-s02-02.png,actions of the Nationalists .
./data/dataset\c04-050-s00-02.png,or so ago .
./data/dataset\d06-003-s01-01.png,by laughing at what are very real fears .
./data/dataset\k04-085-s00-00.png,This reverie was rudely ended as the coach gave a
./data/dataset\b05-067-s01-01.png,when he pleads that he was only a small unit on the base
./data/dataset\k04-039-s09-01.png,to marry ? '
./data/dataset\a01-014u-s01-01.png,last night :
./data/dataset\g06-011o-s00-00.png,By the end of the month he still delighted
./data/dataset\g02-062-s01-00.png,Going on in Chapter Three
./data/dataset\k04-028-s03-02.png,"eh , Orsini ? '"
./data/dataset\c03-087b-s00-02.png,generate a melodramatic inevitability which
./data/dataset\c06-116-s00-00.png,Susan Hayward plays the wife sharply
./data/dataset\k04-149-s01-01.png,speech .
./data/dataset\g06-018d-s02-01.png,"has been against me , as there has been much rain and"
./data/dataset\f07-096-s03-00.png,A writer who had dinner
./data/dataset\r06-027-s05-01.png,four years .
./data/dataset\f04-083-s00-01.png,long brown hair in a bun at the back of her head
./data/dataset\f07-088a-s02-03.png,bowl of milk .
./data/dataset\g06-026j-s03-03.png,the government by the Duke of Wellington .
./data/dataset\m02-048-s00-01.png,real days and would return to New York in late
./data/dataset\r02-065-s03-02.png,"break their promise to pay on rude demand , let"
./data/dataset\j07-009-s01-05.png,of fins only 0.006 in. ( 0.15 mm. ) thick .
./data/dataset\b01-136-s03-01.png,"now and June , when the Duke of Kent will"
./data/dataset\j06-014-s00-03.png,"lumholzi , Stages 4 , 5 , and adult of"
./data/dataset\d04-071-s01-01.png,"days of your children in the land , which"
./data/dataset\b01-062-s03-03.png,"deeply repugnant to our readers , it is right to"
./data/dataset\m01-104-s02-00.png,"Now , because of prior hypnosis we have es-"
./data/dataset\k04-010-s02-04.png,"in that direction , she saw Olimpia ,"
./data/dataset\d04-101-s03-00.png,""" But the meek shall inherit the earth ; and shall"
./data/dataset\g03-000-s00-00.png,Sentence Database
./data/dataset\g04-101-s00-00.png,Their homes - for since those years they have
./data/dataset\a06-070-s02-03.png,"to meeting the needs of the Commonwealth countries ,"
./data/dataset\j04-046-s00-01.png,alkaline effluent does not prevent the
./data/dataset\a04-050-s00-01.png,not deny facilities to nations to which it was
./data/dataset\a01-003u-s01-02.png,Government Bill which brought life peers
./data/dataset\m02-102-s01-02.png,were now being bought forward in their
./data/dataset\r06-121-s02-01.png,went to the pictures .
./data/dataset\j04-008-s02-01.png,"than forty or fifty days after preparation , the"
./data/dataset\p03-057-s03-00.png,""" I remember , "" quipped the houseman ,"
./data/dataset\n01-004-s03-02.png,faith which he was placing in her and
./data/dataset\r06-115-s00-01.png,"around his room , and asked if she"
./data/dataset\c02-059-s02-03.png,enthusiastic when one Miss Anna Kerima was selected
./data/dataset\g06-050e-s01-01.png,described his distinguished patient and his symptoms .
./data/dataset\n04-060-s00-00.png,""" Make it a large one , darling ."
./data/dataset\h01-007-s01-00.png,This enables
./data/dataset\k04-068-s05-01.png,"come from him , and this silence oppressed her spirits"
./data/dataset\l04-071-s04-00.png,On the whole he probably
./data/dataset\g06-042l-s01-02.png,known as homoeopathy had been brought to his notice .
./data/dataset\d06-063-s02-02.png,"months , even a Prime Minister could go to"
./data/dataset\n01-009-s04-00.png,Alastair admitted that never in a not altogether
./data/dataset\c03-007a-s01-03.png,"even the worn head-stones in the churchyard ,"
./data/dataset\a02-086-s00-00.png,""" Against this background must be taken Mr."
./data/dataset\n04-218-s01-01.png,a national disaster and then when it is all over life
./data/dataset\l01-187-s05-00.png,In his heart he was well satisfied to
./data/dataset\c03-021e-s02-03.png,to love you while you are looking for
./data/dataset\l04-000-s03-01.png,"and drained it , feeling the sweat breaking out on the"
./data/dataset\g06-037d-s00-01.png,that all may go well .
./data/dataset\b04-169-s04-02.png,to 19 .
./data/dataset\h07-000-s01-01.png,rents or ground rents for their factories or industrial
./data/dataset\j06-026-s00-02.png,finmarchicus in the summer at
./data/dataset\a02-050-s01-02.png,in Accra .
./data/dataset\r06-003-s02-04.png,had firmly closed the door in our noses .
./data/dataset\b03-087-s01-00.png,To this there will be some opposition .
./data/dataset\a01-063u-s03-00.png,United States officials
./data/dataset\l01-016-s04-00.png,The real Michael - he was the
./data/dataset\p03-181-s00-01.png,"what you 'd get , "" she flashed at him , and"
./data/dataset\g06-031c-s04-04.png,"must be had , will be a mass of Radicalism , & then"
./data/dataset\k03-157-s00-00.png,' Why don't you give them something to play with ? '
./data/dataset\l04-000-s02-00.png,There was nothing to be said .
./data/dataset\g06-037r-s03-00.png,None of
./data/dataset\n06-111-s01-01.png,"Marshal , "" I added ."
./data/dataset\g04-017-s01-01.png,to play an important part in my life .
./data/dataset\n06-074-s01-00.png,I was
./data/dataset\d06-063-s01-00.png,Even those who
./data/dataset\g06-050h-s02-03.png,"irritated , patient and persevering , ' but he appears"
./data/dataset\h07-071-s01-04.png,"laboratories and offices , and the expected but"
./data/dataset\g07-074a-s01-03.png,"to find some excuse for bestowing , in whole"
./data/dataset\b05-045-s00-02.png,"a ceramic factory , he can be qualified"
./data/dataset\m01-022-s00-01.png,as though his nose had been pushed back and his eyes and cheeks
./data/dataset\a01-072u-s03-01.png,to pay more - and increase taxation to do
./data/dataset\d04-075-s00-00.png,"The Messusah , which is nailed on the doorposts"
./data/dataset\b06-015-s01-01.png,has secured agreements for
./data/dataset\p03-047-s05-00.png,Young Gubbins shrugged .
./data/dataset\g04-036-s00-03.png,"who was to become a very intimate friend , and I was"
./data/dataset\n01-004-s03-03.png,was prepared to accept the responsibility .
./data/dataset\m04-164-s12-01.png,back in his chair .
./data/dataset\c06-031-s05-01.png,on into reminiscences of his trips .
./data/dataset\b06-045-s00-01.png,to the two major conferences of the movement and
./data/dataset\b01-062-s04-02.png,many readers will dislike it .
./data/dataset\g06-042i-s00-00.png,"Nor is this to be wondered at , for even today , in the"
./data/dataset\c06-091-s02-00.png,""" I don't want to talk like an adult , "" screams"
./data/dataset\k07-176-s07-03.png,remembered the clinical weekends
./data/dataset\d06-041-s03-02.png,have declared impossible .
./data/dataset\d04-058-s01-00.png,And you cannot serve
./data/dataset\g06-011e-s03-00.png,Vesuvius
./data/dataset\c06-052-s00-01.png,by his publishers in March of last year ?
./data/dataset\m04-107-s03-02.png,regarded this possibility with
./data/dataset\a03-054-s01-01.png,much
./data/dataset\e04-109-s00-01.png,"with inch and a quarter galvanized nails , if"
./data/dataset\c03-081e-s01-05.png,power .
./data/dataset\k02-029-s04-01.png,he probably wanted to sleep himself .
./data/dataset\g03-043-s03-00.png,"Also , when"
./data/dataset\c03-021b-s01-04.png,of need .
./data/dataset\a04-096-s01-04.png,Britain alone .
./data/dataset\e06-010-s02-03.png,echo-sounders .
./data/dataset\g06-018o-s00-02.png,to Rome for the winter .
./data/dataset\c03-021f-s01-05.png,and comforter to her in her hour of need .
./data/dataset\l01-016-s05-00.png,Soon after that Pete staged his
./data/dataset\a05-053-s02-01.png,"accompanied by other measures of a military ,"
./data/dataset\m01-121-s02-02.png,on her part ; but he thought it a good idea
./data/dataset\e07-105-s00-01.png,results by buying a small hand-operated soil
./data/dataset\g01-083-s01-02.png,two-thirds of this sum providing the clergy supplied
./data/dataset\a03-063-s01-00.png,"Mr. Thorneycroft , the Minister of Aviation , who arrives in"
./data/dataset\e07-061-s02-01.png,"and Spanish mantis , in the young stage"
./data/dataset\m04-030-s06-01.png,heart that Morfydd was leaving him as surely as she was leaving Dinas .
./data/dataset\g06-011a-s01-02.png,thing .
./data/dataset\g01-012-s00-02.png,fame and glory .
./data/dataset\a04-006-s01-02.png,informed Mr. Macmillan of his discussions with Mr.
./data/dataset\a01-128u-s00-00.png,Ps
./data/dataset\l07-131-s02-02.png,limited excitement of the river and now
./data/dataset\g06-050a-s02-04.png,"persevering , ' but he appears to despair of ever"
./data/dataset\p02-008-s02-00.png,Gavin and the girl who had got
./data/dataset\j07-009-s00-02.png,cabin coolers .
./data/dataset\g03-052-s01-05.png,elections .
./data/dataset\b06-012-s00-01.png,will back West Germany's economic domination of Western
./data/dataset\a05-044-s02-00.png,The contests were for 86 seats as 70
./data/dataset\l01-082-s05-00.png,"' Tong can't go wrong ! ' """
./data/dataset\e06-010-s03-01.png,their optimum depth ; and this coincides with the suitable
./data/dataset\l01-105-s01-02.png,mission .
./data/dataset\a06-114-s00-02.png,replaced by a system of tariffs
./data/dataset\n02-033-s01-01.png,"it go at that , but she resolved to have"
./data/dataset\b04-047-s01-00.png,The first ruler of the United Kingdom was a
./data/dataset\n01-031-s01-00.png,Ahead lay the
./data/dataset\n02-151-s00-02.png,"celebrations , and their friendly welcome"
./data/dataset\g06-045j-s00-02.png,written to advise Anglesey to give the system
./data/dataset\n02-098-s01-01.png,"out of me , I must ask you to regard"
./data/dataset\g06-011p-s05-02.png,"the soldier - a favourable change in my eye ,"
./data/dataset\g04-043-s03-00.png,When we had found a group of people who gladly
./data/dataset\a04-010-s03-00.png,He is to make a 30-minute nation-wide
./data/dataset\e01-062-s00-00.png,"In the home , crochet lace can be used to make"
./data/dataset\p02-105-s00-01.png,and Simone go through the doorway that led
./data/dataset\n03-038-s01-02.png,did not act as though he found it necessary
./data/dataset\g06-045n-s00-03.png,"sey to give the system a trial , adding"
./data/dataset\p03-029-s01-02.png,the situation would have been intolerable
./data/dataset\l04-118-s04-00.png,"Furthermore , dear boy , it confirms"
./data/dataset\g03-049-s00-00.png,Although his ideas were diametrically opposed
./data/dataset\p02-000-s05-01.png,hand and smiled .
./data/dataset\d03-117-s00-00.png,A natural transition from gardens and
./data/dataset\a01-063u-s02-01.png,is the early payment of a 210million
./data/dataset\n04-100-s05-00.png,"It was his favourite brand ,"
./data/dataset\c04-122-s04-02.png,"directed "" Six-Five Special , "" Turner is aiming to go into free-lance"
./data/dataset\n04-171-s04-00.png,""" Not in Pericles , old man . """
./data/dataset\g06-011p-s01-02.png,permitted him to enjoy anything .
./data/dataset\k02-112-s02-00.png,"The house was , as he"
./data/dataset\d04-053-s03-01.png,"eat and be full but : "" Take heed to yourself ,"
./data/dataset\g06-037c-s03-00.png,None of the numerous conventional remedies to which
./data/dataset\a01-011u-s00-00.png,Delegates from Mr. Kenneth Kaunda's
./data/dataset\a03-034-s00-00.png,Members of the Cabinet are basing their speeches on
./data/dataset\r06-126-s02-02.png,of them from being sent to the gas
./data/dataset\g07-069a-s00-02.png,"affidavit to the effect that , whereas he"
./data/dataset\g06-050a-s02-02.png,"gentle and charming character , even-tempered"
./data/dataset\g04-108-s00-01.png,between the Bavarians and the Prussians who openly
./data/dataset\e07-112-s01-03.png,will last a long time with normal care .
./data/dataset\a01-122u-s04-01.png,affluence it seemed it could not be
./data/dataset\c03-096a-s02-03.png,act oddly like the queer foreigners of
./data/dataset\b06-064-s02-00.png,"This , and the numbers of active"
./data/dataset\h07-060b-s00-04.png,and have also erected some buildings as a
./data/dataset\a05-044-s02-02.png,dates are unopposed .
./data/dataset\b03-098-s03-00.png,The purpose is to give
./data/dataset\p02-017-s03-01.png,and refilled it .
./data/dataset\b01-014-s00-01.png,Africa while she remains in the Commonwealth
./data/dataset\l04-174-s03-00.png,' I was telling your friend how he come
./data/dataset\m06-019-s04-01.png,not join you . '
./data/dataset\a05-053-s03-02.png,"debate , said the Government could not"
./data/dataset\d01-080-s02-00.png,Frequently
./data/dataset\r06-003-s02-02.png,"hunting for furnished rooms , and had given up , when an"
./data/dataset\d06-104-s00-01.png,day week so that in the first week
./data/dataset\h04-074-s01-00.png,The averages
./data/dataset\h04-007-s00-00.png,"Compared with 1958 , the expenditure index for 1959"
./data/dataset\a01-091-s01-05.png,able to bear them .
./data/dataset\f02-003-s01-02.png,"problems faced by older workers , and approached"
./data/dataset\c02-082-s02-00.png,"Leisurely , even slow ,"
./data/dataset\k04-050-s02-01.png,if I were free ... there is only one man I would
./data/dataset\g06-050n-s02-00.png,He told
./data/dataset\c02-012-s01-03.png,"every instant . """
./data/dataset\a05-113-s00-04.png,the council's findings would be published .
./data/dataset\p06-088-s05-02.png,of suspense .
./data/dataset\a02-020-s01-00.png,MR. Selwyn Lloyd -
./data/dataset\n02-004-s02-01.png,was less pleasant than appeared on the surface .
./data/dataset\g06-037g-s03-00.png,None of the numerous
./data/dataset\b06-090-s00-03.png,real menace to the British people both in
./data/dataset\b01-044-s03-01.png,dollars have been drained into Germany .
./data/dataset\c03-016d-s03-01.png,is the case in Fanny her first lover is a sailor
./data/dataset\e04-103-s04-01.png,the sides to the transom framing and the chine .
./data/dataset\d06-091-s02-03.png,meals everybody knows beforehand
./data/dataset\j04-061-s00-00.png,The glass tube is 11 cm. long and 1 cm. in internal
./data/dataset\n06-111-s02-00.png,"His face was fixed ,"
